dataset,method,experiment_type,S_AVG_ALL,T_AVG,COMBINED_AVG,Snapshot_1_in_degree,Snapshot_1_out_degree,Snapshot_1_wcc,Snapshot_1_scc,Snapshot_1_hop_plot,Snapshot_1_hop_plot_wcc,Snapshot_1_singular_vec,Snapshot_1_singular_val,Snapshot_1_clustering,Snapshot_1_AVG,Snapshot_2_in_degree,Snapshot_2_out_degree,Snapshot_2_wcc,Snapshot_2_scc,Snapshot_2_hop_plot,Snapshot_2_hop_plot_wcc,Snapshot_2_singular_vec,Snapshot_2_singular_val,Snapshot_2_clustering,Snapshot_2_AVG,Snapshot_3_in_degree,Snapshot_3_out_degree,Snapshot_3_wcc,Snapshot_3_scc,Snapshot_3_hop_plot,Snapshot_3_hop_plot_wcc,Snapshot_3_singular_vec,Snapshot_3_singular_val,Snapshot_3_clustering,Snapshot_3_AVG,Snapshot_4_in_degree,Snapshot_4_out_degree,Snapshot_4_wcc,Snapshot_4_scc,Snapshot_4_hop_plot,Snapshot_4_hop_plot_wcc,Snapshot_4_singular_vec,Snapshot_4_singular_val,Snapshot_4_clustering,Snapshot_4_AVG,T_T1_dpl,T_T2_diameter,T_T3_cc_size,T_T4_singular,T_T5_clustering,T_T_AVG,alpha
cit-HepPh,HYB-RN-FF(alpha=0.7),back_in_time,0.17583924147718175,0.22666666666666668,0.2012529540719242,0.11696207552749814,0.20376142083071377,0.027698842015581312,0.0013451217825658649,0.22689628482972135,0.24396284829721362,0.3095153757388848,0.5666666666666667,0.37275513838013835,0.22995153045210928,0.04948626618134442,0.08474656331532349,0.05718416981703132,0.0012199417636999208,0.11405228758169934,0.17173731840914505,0.04949212143268807,0.17777777777777778,0.25240239258096403,0.10645542653996372,0.1417768820830417,0.23178189483604142,0.08339184208792878,0.0007367384405870444,0.24003031164156483,0.21861025111799104,0.1469470037111524,0.2333333333333333,0.17865791615791618,0.163918463712173,0.19008457437645676,0.3238540821662064,0.16493050321922095,0.0033349267836633167,0.12977357609710552,0.17022058823529415,0.2025739606163837,0.45555555555555555,0.1869561397904421,0.20303154520448094,0.20000000000000004,0.20000000000000004,0.26666666666666666,0.20000000000000004,0.26666666666666666,0.22666666666666668,0.7
cit-HepPh,HYB-RPN-RW(alpha=0.3),back_in_time,0.20029290911226225,0.21333333333333335,0.2068131212227978,0.26718716901479916,0.37208638214060635,0.06007251043755348,0.0029012125798419264,0.19980506822612085,0.2070175438596491,0.4455735097618794,0.35555555555555557,0.4976031394686092,0.2675335656716239,0.1043840137593588,0.12029227666842324,0.08957989211662652,0.0027315283763546232,0.14444444444444446,0.15610859728506787,0.19556800718024422,0.37777777777777777,0.37142496037601797,0.17359016644270167,0.02959214822363353,0.04184100528197247,0.11578756438752398,0.0020299176658188367,0.17284515636918382,0.175846181109339,0.14659978118322853,0.5333333333333333,0.2852612450128436,0.16701514806298634,0.07807730933228052,0.13469563441573654,0.19732622551881618,0.0015805030782589657,0.09919590643274855,0.12251031991744066,0.1510174374241699,0.6444444444444444,0.3084470258817369,0.193032756271737,0.20000000000000004,0.26666666666666666,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.21333333333333335,0.3
cit-HepPh,HYB-RPN-RW(alpha=0.5),back_in_time,0.18246795278703912,0.20000000000000004,0.19123397639351958,0.2540375876720927,0.33944826403788286,0.056784215939479986,0.002103999582596955,0.1881297446514838,0.2044137022397892,0.40052777330323147,0.37777777777777777,0.43420378904249873,0.2508252060274259,0.09348174234637274,0.09028748307215255,0.08629159761855303,0.0019343153791096521,0.14830917874396135,0.106005106005106,0.12419900718886452,0.3333333333333333,0.29997289238275954,0.1426460728966903,0.040721969080664853,0.07454501410216259,0.11249926988945048,0.0012872082378206178,0.16155969634230505,0.16482081356223233,0.10028929036875713,0.5222222222222223,0.20034031809580735,0.15314286687793585,0.08586006707790794,0.168191393700491,0.19403793102074265,0.002377716075503892,0.098989898989899,0.12074622078912696,0.12573461805682032,0.6222222222222222,0.23115892018222642,0.18325766534610446,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.5
cit-HepPh,HYB-RPN-RW(alpha=0.7),back_in_time,0.18249952039065842,0.20000000000000004,0.19124976019532922,0.21977761050165281,0.30905278884019327,0.03782147214939648,0.0032949891910271797,0.1953976034858388,0.22873359870263896,0.3928641342296873,0.4888888888888889,0.4511837776536813,0.25855720707144497,0.058996300838605194,0.058409804566506046,0.06732885382846952,0.003125304987539877,0.11342592592592593,0.1613517201752496,0.11263198404368265,0.22222222222222224,0.3337954600219803,0.1256986196233535,0.0665512719073661,0.11897571093950265,0.09353652609936698,0.0024236942770041368,0.22194253750317824,0.20632798573975045,0.0749563471082605,0.4222222222222222,0.22610930920250813,0.15922728944435105,0.1180450200808331,0.21227536587786466,0.17507518723065915,0.0014721015218190174,0.10555555555555556,0.1361772486772487,0.11844266087337026,0.5555555555555555,0.25603599343845174,0.1865149654234842,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.7
cit-HepPh,HYB-RPN-FF(alpha=0.3),back_in_time,0.17809485907467046,0.20000000000000004,0.18904742953733522,0.22171725769196662,0.3307114815564956,0.025862223000731693,0.0030152662195421,0.20222052716331892,0.22236842105263155,0.39367527864440177,0.5444444444444444,0.4859035409035409,0.26999093785300815,0.06699463581470617,0.07929254295191575,0.02181970683306564,0.002845582016054797,0.1067251461988304,0.18617288296922163,0.10591520858592907,0.2333333333333333,0.35965899180184896,0.1291953367227673,0.076197550007481,0.08509845735369415,0.0388570345942734,0.0021439713055190213,0.2200928044749555,0.15204678362573099,0.07290015777180515,0.27777777777777773,0.3074145299145299,0.13694767409175188,0.12902397515198216,0.17788622709096535,0.12039569572556556,0.0014664494385587812,0.13059581320450886,0.1624634502923977,0.11761719339954839,0.43333333333333335,0.31342725104353014,0.17624548763115447,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.3
cit-HepPh,HYB-RPN-FF(alpha=0.5),back_in_time,0.17975016544602576,0.20000000000000004,0.1898750827230129,0.2097895661115595,0.29895113952761515,0.0439975099988481,0.0029481881798149832,0.20384294068504594,0.2364522417153996,0.36422144289875596,0.6222222222222221,0.46391340989064317,0.2718154068033227,0.05745652829934844,0.0487691107600024,0.07350489167792112,0.0027785039763276805,0.11374269005847952,0.17846967846967846,0.05612899914148567,0.24444444444444446,0.3620630859819416,0.12637310364551435,0.08391959866723375,0.12260209369230719,0.0997125639488186,0.0020768932657919312,0.23790151707771848,0.18131313131313131,0.10544323251105654,0.2111111111111111,0.2668202485875648,0.14565559890830374,0.13598361220497135,0.2159766359996629,0.18125122508011074,0.0016860009181987785,0.08674463937621833,0.11848544973544972,0.15673312342223833,0.39999999999999997,0.2795482851058099,0.17515655242696226,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.5
cit-HepPh,HYB-RPN-FF(alpha=0.7),back_in_time,0.17476536088276462,0.20000000000000004,0.18738268044138232,0.2020145888088699,0.2823700449510053,0.027476372195922954,0.0020527620327902077,0.23684210526315788,0.20932539682539683,0.3774447517513145,0.5444444444444444,0.45072147400914525,0.2591879933646719,0.04840588390936052,0.034072261361537404,0.05421278581847363,0.0018830778293029045,0.12573099415204678,0.12608695652173912,0.1038014686946805,0.24444444444444446,0.34021958777340383,0.11987305116722102,0.09257663578626614,0.14786722701050162,0.0804204580893711,0.001209780646236928,0.22624976764161042,0.12818979266347688,0.08877570592028516,0.2222222222222222,0.2453676255046118,0.13698657949828694,0.14428732660788005,0.2419178477463831,0.16195911922066325,0.0024289536253106294,0.11709401709401708,0.12317466460268318,0.1383024378895716,0.4444444444444444,0.2735155642769533,0.1830138195008785,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.7
cit-HepPh,HYB-RDN-RW(alpha=0.3),back_in_time,0.21394673441431902,0.22666666666666666,0.22030670054049284,0.32298876387164044,0.4399328593381641,0.05640776123833081,0.005507243063632156,0.22558922558922556,0.1957646641857168,0.48214620723780915,0.4444444444444445,0.5004945954730746,0.2970306404935598,0.16135837735403333,0.20143262065813408,0.08591514291740386,0.005337558860144853,0.21745652008809904,0.12919341866710288,0.2151615460555785,0.4222222222222222,0.3613722404458211,0.19993884969650444,0.06834689495072514,0.055040580836997456,0.11212281518830132,0.004635948149609141,0.15730930053180692,0.10992952297300124,0.13228218126292776,0.5888888888888889,0.2762965951631662,0.16720585866060267,0.042019080273663655,0.04894966165745009,0.1936614763195935,0.0014566241075947284,0.15555555555555556,0.13009259259259257,0.134813726582043,0.7222222222222222,0.29573335994876815,0.19161158880660925,0.20000000000000004,0.3333333333333333,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.22666666666666666,0.3
cit-HepPh,HYB-RDN-RW(alpha=0.5),back_in_time,0.19174010718614576,0.22666666666666666,0.2092033869264062,0.3028046546871372,0.4190050125803657,0.06782963361910731,0.0045178974271748605,0.19774942406521354,0.1874939874939875,0.4820578034504602,0.35555555555555557,0.4388393895624043,0.27287259538237846,0.1469043939936163,0.1727258159618609,0.09733701529818035,0.004348213223687558,0.15413059163059162,0.12698135198135196,0.22518639560924103,0.32222222222222224,0.2972223077847917,0.17189536752283818,0.0531291135988153,0.03966005612865312,0.12354468756907781,0.0036466025131518163,0.16433747412008282,0.1342058354442255,0.143713759869656,0.48888888888888893,0.22328852801611943,0.15271277179429674,0.04131758979252912,0.08017597604879191,0.20508334870036996,0.000920891187926339,0.10921912624699004,0.10860507246376812,0.1412321300534949,0.5888888888888889,0.24987422302286708,0.16947969404506957,0.20000000000000004,0.3333333333333333,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.22666666666666666,0.5
cit-HepPh,HYB-RDN-RW(alpha=0.7),back_in_time,0.18682965644658164,0.20000000000000004,0.1934148282232908,0.29321918003252706,0.4190136587228199,0.03818909986717525,0.0049602847815375314,0.20956937799043063,0.23838383838383836,0.5188699599391408,0.5222222222222223,0.4522776125012716,0.29963391493788477,0.13494916137890944,0.17195125716081205,0.06478645077244043,0.004790600578050228,0.1421451355661882,0.13337320574162678,0.26827884761704746,0.25555555555555554,0.3169202890954004,0.16586116705178114,0.03978279037447743,0.03451884542518954,0.09099412304333789,0.004088989867514492,0.16283008245250807,0.13773929773929774,0.15588657640003017,0.2888888888888889,0.22230104241976192,0.1263367374012229,0.042102349249978466,0.09006025404625632,0.17253278417463006,0.0007630179363694589,0.12080222515005123,0.11845813204508855,0.11709509273163976,0.48888888888888893,0.2486785133360361,0.15548680639543763,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.7
cit-HepPh,HYB-RDN-FF(alpha=0.3),back_in_time,0.17915199776685412,0.21333333333333335,0.19624266555009373,0.267856945169971,0.37735299475836453,0.05832345503398134,0.0039230104795522905,0.1974481658692185,0.2068276752487279,0.43882316436216345,0.5444444444444444,0.4768639776497294,0.28576264811290586,0.10508456682197,0.12757543821951875,0.030490208281470418,0.0037533262760649877,0.13162071846282372,0.11026254447307078,0.1681869417563404,0.3111111111111111,0.36753639818071454,0.15062458373145385,0.04586405251805196,0.04107696987035744,0.02488795080258495,0.003118567337080713,0.1791684965598009,0.12876889192678664,0.13431164206921745,0.35555555555555557,0.3000632780098469,0.1347572671832536,0.08985876534087127,0.12973831060877344,0.07893026004728132,0.001598414527775316,0.083375104427736,0.09748803827751196,0.1381768997342144,0.3888888888888889,0.3011167465051759,0.14546349203980316,0.20000000000000004,0.26666666666666666,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.21333333333333335,0.3
cit-HepPh,HYB-RDN-FF(alpha=0.5),back_in_time,0.17521356175516736,0.20000000000000004,0.18760678087758367,0.29313773326427683,0.4036632574955541,0.033047818882085404,0.004949621631076847,0.1881297446514838,0.21052631578947367,0.47009334924908136,0.5111111111111111,0.4790201605869809,0.28818656807345827,0.12874058089658538,0.15849465669384982,0.02469734011770781,0.004779937427589544,0.10079365079365078,0.12794807531649635,0.20108815123302817,0.2333333333333333,0.3603669755743488,0.1489158557096211,0.038589722841550156,0.020176878054461223,0.0382785783667984,0.004078326717053771,0.18538804190978106,0.15231259968102073,0.09050614400679431,0.27777777777777773,0.2800580116248319,0.12079623122000771,0.06008915915763965,0.09935074517514575,0.11981723949809057,0.0009014257455953745,0.08585231193926846,0.12609126984126984,0.07996455909539252,0.4222222222222222,0.2923113954836171,0.14295559201758237,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.5
cit-HepPh,HYB-RDN-FF(alpha=0.7),back_in_time,0.17849543836254778,0.21333333333333335,0.19591438584794055,0.28390769954083467,0.41005844298134736,0.03203811949727955,0.00503354931551808,0.2169312169312169,0.18980785296574768,0.49630848112589376,0.6,0.4400948089759533,0.297131130148199,0.12535935650281604,0.163196115506797,0.05075402497864236,0.004863865112030778,0.14629629629629629,0.10008996851102114,0.2571697991311008,0.24444444444444446,0.30846628740298815,0.1556266842095708,0.029307095710831937,0.019692059442495347,0.07316308724370398,0.004162254401495018,0.20237258391787938,0.14243943191311612,0.17579075654978582,0.19999999999999998,0.2359353047573932,0.12031806377074451,0.04780971372543008,0.09408109555911463,0.15470174837499615,0.000688919787419621,0.1224310776942356,0.08742690058479531,0.149072676672926,0.3666666666666667,0.2452740788295065,0.14090587532167673,0.20000000000000004,0.26666666666666666,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.21333333333333335,0.7
